"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"cognitive therapy","0.103","diagnostic procedure - enzyme - hazardous or poisonous substance - therapeutic or preventive procedure"
"mild cognitive disorder","0.103","mental or behavioral dysfunction"
"heart diseases","0.103","disease or syndrome"
"unipolar depression","0.103","mental or behavioral dysfunction"
"meningitis","0.103","disease or syndrome"
"cholinesterase inhibitors","0.088","organic chemical - pharmacologic substance"
"neurologic deficits","0.088","finding"
"neuropsychological tests","0.088","diagnostic procedure"
"cholinesterases","0.088","enzyme"
"treatment protocols","0.074","therapeutic or preventive procedure"
"nervousness","0.074","sign or symptom"
"pregnancy tests","0.074","diagnostic procedure"
"adrenal cortex hormones","0.074","pharmacologic substance"
"hepato-renal","0.074","body part, organ, or organ component"
"moderate dementia","0.074","mental or behavioral dysfunction"
"arteries","0.074","body part, organ, or organ component"
"physical assessment findings","0.074","finding"
"cardiovascular diseases","0.074","disease or syndrome"
"relate - vinyl resin","0.074","organic chemical"
"communication impairment","0.074","finding - mental or behavioral dysfunction"
"dementia vascular","0.074","disease or syndrome"
"moderate adverse event","0.074","finding"
"metabolic diseases","0.074","disease or syndrome"
"general health","0.074","finding"
"psychotic disorders","0.059","mental or behavioral dysfunction"
"progressive cognitive decline","0.059","finding"
"consciousness related finding","0.059","finding"
"examination status","0.059","finding"
"cerebral trauma","0.059","injury or poisoning"
"tissue damage","0.059","injury or poisoning"
"angina pectoris","0.059","sign or symptom"
"serum","0.059","biologically active substance - body substance - pharmacologic substance"
"diabetes mellitus","0.059","disease or syndrome - pharmacologic substance"
"alcohol abuse","0.059","mental or behavioral dysfunction"
"oxygen","0.059","pharmacologic substance"
"unconscious state","0.059","disease or syndrome - finding"
"active peptic ulcer","0.059","disease or syndrome"
"hormone replacement therapy","0.059","therapeutic or preventive procedure"
"follow-up status","0.059","finding"
"medical contraindication","0.059","finding"
"heart ventricle","0.059","body part, organ, or organ component"
"donepezil","0.059","organic chemical - pharmacologic substance"
"anaplastic oligodendroglioma","0.059","neoplastic process"
"investigational new drugs","0.059","pharmacologic substance - therapeutic or preventive procedure"
"liver diseases","0.059","disease or syndrome"
"fibrillations","0.059","disease or syndrome"
"hypothyroidism","0.044","disease or syndrome"
"disability","0.044","finding"
"ventricular fibrillation","0.044","disease or syndrome - finding"
"congenital abnormality","0.044","congenital abnormality - disease or syndrome"
"aspirin","0.044","organic chemical - pharmacologic substance"
"consumption-archaic term for tb","0.044","disease or syndrome"
"sleep apnea syndromes","0.044","disease or syndrome"
"responsible person","0.044","finding"
"neck","0.044","body location or region"
"pharmacotherapy","0.044","therapeutic or preventive procedure"
"cns disorder","0.044","disease or syndrome"
"cardiac conduction","0.044","organ or tissue function"
"lewy body disease","0.044","disease or syndrome"
"positron-emission tomography","0.044","diagnostic procedure"
"heart atrium","0.044","body part, organ, or organ component"
"mental state examination","0.044","therapeutic or preventive procedure"
"estrogens","0.044","pharmacologic substance"
"hiv","0.044","disease or syndrome - pharmacologic substance - virus"
"alanine transaminase","0.044","congenital abnormality - disease or syndrome - enzyme"
"neoplasm metastasis","0.044","neoplastic process"
"frontotemporal dementia","0.044","disease or syndrome"
"antipsychotic agents","0.044","pharmacologic substance"
"delirium","0.044","mental or behavioral dysfunction"
"nursing therapy","0.044","therapeutic or preventive procedure"
"coronary artery bypass surgery","0.044","finding - therapeutic or preventive procedure"
"platelets adverse event","0.044","finding"
"life expectancy","0.044","group attribute"
"brain diseases","0.044","disease or syndrome"
"memantine","0.044","organic chemical - pharmacologic substance"
"mass of body structure","0.044","finding"
"household composition","0.044","finding"
"acetylcholinesterase","0.044","enzyme"
"cardiac surgery procedures","0.044","therapeutic or preventive procedure"
"vitamin deficiency","0.044","disease or syndrome"
"neurological observations","0.044","finding"
"folic acid deficiency","0.044","disease or syndrome"
"multiple sclerosis","0.044","body part, organ, or organ component - disease or syndrome - finding"
