"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"benign rolandic epilepsy","0.039","disease or syndrome - therapeutic or preventive procedure"
"neoplasm metastasis","0.039","neoplastic process"
"alcohol abuse","0.039","mental or behavioral dysfunction"
"medical history","0.039","finding"
"cardiovascular diseases","0.039","disease or syndrome"
"myocardial infarction","0.038","disease or syndrome - finding"
"mass of body structure","0.038","finding"
"electroconvulsive therapy","0.037","disease or syndrome - therapeutic or preventive procedure"
"selective serotonin re-uptake inhibitor","0.037","pharmacologic substance"
"disability","0.036","finding"
"stimulant","0.036","pharmacologic substance"
"psychiatric problem","0.035","mental or behavioral dysfunction"
"unmarried","0.034","finding"
"drug abuse","0.034","mental or behavioral dysfunction"
"mini-mental status exam","0.034","diagnostic procedure"
"stabilizer - function","0.033","organ or tissue function"
"mild adverse event","0.033","finding"
"psychotic symptoms","0.033","sign or symptom"
"cognitive therapy","0.033","diagnostic procedure - enzyme - hazardous or poisonous substance - therapeutic or preventive procedure"
"generalized anxiety disorder","0.032","mental or behavioral dysfunction"
"panic disorder","0.032","disease or syndrome - mental or behavioral dysfunction"
"illicit drugs","0.032","hazardous or poisonous substance - pharmacologic substance"
"compulsive disorder","0.031","finding"
"thyroid gland","0.031","body part, organ, or organ component - disease or syndrome - pharmacologic substance"
"follow-up status","0.031","finding"
"investigational new drugs","0.031","pharmacologic substance - therapeutic or preventive procedure"
