"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"drugs non-prescription","0.033","pharmacologic substance - therapeutic or preventive procedure"
"drug abuse","0.033","mental or behavioral dysfunction"
"insulin","0.033","pharmacologic substance"
"dementia","0.033","mental or behavioral dysfunction"
"impaired cognition","0.033","finding - mental or behavioral dysfunction"
"contraception barrier","0.033","therapeutic or preventive procedure"
"systolic pressure","0.032","clinical attribute - diagnostic procedure"
"migraine disorders","0.032","disease or syndrome - therapeutic or preventive procedure"
"relate - vinyl resin","0.032","organic chemical"
"arteries","0.032","body part, organ, or organ component"
"eating disorders","0.032","mental or behavioral dysfunction"
"diabetes","0.032","disease or syndrome"
"manic","0.030","finding - mental or behavioral dysfunction"
"current every day smoker","0.030","finding"
"attention deficit hyperactivity disorder","0.030","disease or syndrome - mental or behavioral dysfunction"
"non-smoker","0.030","finding"
"tobacco dependence","0.030","mental or behavioral dysfunction"
