"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"fatigue","0.041","sign or symptom"
"smoking","0.041","hazardous or poisonous substance - individual behavior"
"illicit drugs","0.038","hazardous or poisonous substance - pharmacologic substance"
"fever","0.038","finding"
"sexually active","0.038","finding"
"immunologic deficiency syndromes","0.038","disease or syndrome"
"hypnotics and sedatives","0.038","pharmacologic substance"
"hypopnea","0.038","finding"
"severe combined immunodeficiency","0.038","diagnostic procedure - disease or syndrome"
"nicotine","0.038","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"treatment protocols","0.036","therapeutic or preventive procedure"
"somnolence","0.036","finding"
"alcohol consumption","0.036","individual behavior"
"hypertensive disease","0.036","biologically active substance - disease or syndrome - finding"
"injury wounds","0.036","body substance - injury or poisoning"
"pharmacotherapy","0.036","therapeutic or preventive procedure"
"cognitive therapy","0.036","diagnostic procedure - enzyme - hazardous or poisonous substance - therapeutic or preventive procedure"
"eszopiclone","0.036","organic chemical - pharmacologic substance"
"immunodeficiency virus","0.036","virus"
"multiple endocrine neoplasia","0.036","antibiotic - neoplastic process - organic chemical"
"blood pressure finding","0.033","finding"
"personal satisfaction","0.033","finding"
"behavior disorders","0.033","injury or poisoning - mental or behavioral dysfunction"
"placebos","0.033","therapeutic or preventive procedure"
"psychotherapy","0.033","therapeutic or preventive procedure"
"xanthine","0.033","biologically active substance"
"zolpidem","0.033","organic chemical - pharmacologic substance"
"consciousness related finding","0.030","finding"
"quality of sleep","0.030","finding"
"cancer remission","0.030","finding - neoplastic process"
"obsessive-compulsive disorder","0.030","disease or syndrome - mental or behavioral dysfunction"
"unconscious state","0.030","disease or syndrome - finding"
"attention deficit hyperactivity disorder","0.030","disease or syndrome - mental or behavioral dysfunction"
"zopiclone","0.030","organic chemical - pharmacologic substance"
"personality inventories","0.030","diagnostic procedure"
"opiates","0.030","hazardous or poisonous substance - mental or behavioral dysfunction - pharmacologic substance"
"hepatitis c","0.030","disease or syndrome - virus"
"diabetes","0.030","disease or syndrome"
"secondary insomnia","0.030","sign or symptom"
