"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"tissue damage","0.067","injury or poisoning"
"mini-mental status exam","0.067","diagnostic procedure"
"body mass index","0.067","clinical attribute - diagnostic procedure"
"antihistamines","0.067","organic chemical - pharmacologic substance"
"parkinsonian disorders","0.067","disease or syndrome"
"immunodeficiency virus","0.067","virus"
"blind vision","0.067","disease or syndrome"
"major depressive disorder","0.067","mental or behavioral dysfunction"
"provera","0.067","pharmacologic substance"
"cerebrovascular accident","0.067","disease or syndrome - therapeutic or preventive procedure"
"hypnotics and sedatives","0.067","pharmacologic substance"
"unmarried","0.067","finding"
"depo-provera","0.067","pharmacologic substance"
"monoamine oxidase inhibitors","0.067","organic chemical - pharmacologic substance"
"severe depression","0.067","mental or behavioral dysfunction"
"reuptake inhibitors","0.067","pharmacologic substance"
"traumatic brain injury","0.067","disease or syndrome - injury or poisoning"
"observation of attack","0.067","finding"
"impaired cognition","0.067","finding - mental or behavioral dysfunction"
"suicide attempt","0.067","finding - mental or behavioral dysfunction"
"therapies investigational","0.053","therapeutic or preventive procedure"
"manic","0.053","finding - mental or behavioral dysfunction"
"consumption-archaic term for tb","0.053","disease or syndrome"
"rapid eye movement","0.053","organ or tissue function"
"nicotine","0.053","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"movement disorders","0.053","disease or syndrome"
"renal impairment","0.053","disease or syndrome - finding"
"multiple endocrine neoplasia","0.053","antibiotic - neoplastic process - organic chemical"
"cardiovascular diseases","0.053","disease or syndrome"
"n-(4-aminophenethyl)spiroperidol","0.053","organic chemical"
"blood pressure finding","0.053","finding"
"heart ventricle","0.053","body part, organ, or organ component"
"smoking","0.053","hazardous or poisonous substance - individual behavior"
"nocturnal myoclonus syndrome","0.053","disease or syndrome"
"household composition","0.053","finding"
"multiple sclerosis","0.053","body part, organ, or organ component - disease or syndrome - finding"
"dextroamphetamine","0.053","clinical drug - organic chemical - pharmacologic substance"
"pulse rate","0.053","clinical attribute"
"chocolate allergenic extract","0.053","pharmacologic substance"
"duration of sleep","0.053","finding"
"kidney diseases","0.040","disease or syndrome"
"pathology processes","0.040","pathologic function"
"nervousness","0.040","sign or symptom"
"anemia","0.040","disease or syndrome"
"clinical depression","0.040","mental or behavioral dysfunction"
"depressive symptoms","0.040","sign or symptom"
"mitral valve prolapse syndrome","0.040","disease or syndrome - therapeutic or preventive procedure"
"placebos","0.040","therapeutic or preventive procedure"
"pressure.airway","0.040","clinical attribute"
"electrocardiographic finding","0.040","finding"
"fatigue","0.040","sign or symptom"
"antiparkinson agents","0.040","pharmacologic substance"
"mild adverse event","0.040","finding"
"bilateral prophylactic mastectomy","0.040","organic chemical - therapeutic or preventive procedure"
"apnea hypopnea index","0.040","finding"
"anatomic valve","0.040","body part, organ, or organ component"
"diastole","0.040","clinical attribute"
"malignant neoplasms","0.040","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"tricyclic antidepressive agents","0.040","pharmacologic substance"
"pemoline","0.040","organic chemical - pharmacologic substance"
"amphetamine-dextroamphetamine","0.040","organic chemical - pharmacologic substance"
"ptosis","0.040","acquired abnormality - disease or syndrome"
"metabolite","0.040","biologically active substance"
"psychotic depression","0.040","mental or behavioral dysfunction"
"eating disorders","0.040","mental or behavioral dysfunction"
"ewings sarcoma","0.040","body part, organ, or organ component - neoplastic process"
"contraceptives oral","0.040","pharmacologic substance - therapeutic or preventive procedure"
"psychostimulant","0.040","pharmacologic substance"
"airway structure","0.040","body part, organ, or organ component"
"paralysed","0.040","finding"
"abnormal degeneration","0.040","pathologic function"
"general health","0.040","finding"
"left ventricular hypertrophy","0.040","disease or syndrome"
"infantile neuroaxonal dystrophy","0.040","disease or syndrome"
"psychotropic drugs","0.040","pharmacologic substance"
"heart diseases","0.040","disease or syndrome"
"unipolar depression","0.040","mental or behavioral dysfunction"
"atypia morphology","0.040","finding"
"inadequate sleep hygiene","0.040","disease or syndrome"
"tranquilizing agents","0.040","pharmacologic substance"
"neurological observations","0.040","finding"
"shift-work sleep disorder","0.040","mental or behavioral dysfunction"
