"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"sympathomimetics","0.049","disease or syndrome - pharmacologic substance"
"psychostimulant","0.049","pharmacologic substance"
"surgical revision","0.049","therapeutic or preventive procedure"
"diastole","0.048","clinical attribute"
"mild adverse event","0.048","finding"
"suicide risk","0.046","finding"
"osteochondritis dissecans","0.046","disease or syndrome - mental or behavioral dysfunction"
"substance use disorders","0.046","mental or behavioral dysfunction"
"investigational new drugs","0.046","pharmacologic substance - therapeutic or preventive procedure"
"heart rate","0.043","clinical attribute"
"hoxa10 protein human","0.041","biologically active substance - body location or region"
"relate - vinyl resin","0.041","organic chemical"
"thyroid diseases","0.041","body part, organ, or organ component - disease or syndrome - pharmacologic substance"
"bony process","0.041","body part, organ, or organ component"
"schizoaffective disorder","0.041","mental or behavioral dysfunction"
"sexual intercourse - finding","0.041","finding"
"psychiatric assessment","0.040","diagnostic procedure"
"blind vision","0.040","disease or syndrome"
"injury wounds","0.040","body substance - injury or poisoning"
"personal satisfaction","0.038","finding"
"amphetamines","0.038","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"asthma","0.038","disease or syndrome"
"nitric oxide synthase","0.038","enzyme"
"organic disorders","0.037","disease or syndrome"
"learning disabilities","0.037","mental or behavioral dysfunction"
"integumentary scale","0.037","body part, organ, or organ component"
"personality disorders","0.037","mental or behavioral dysfunction"
"thyroid gland","0.037","body part, organ, or organ component - disease or syndrome - pharmacologic substance"
"normal intelligence","0.037","finding"
"adverse reaction to drug","0.037","injury or poisoning"
"gonadotropins","0.035","pharmacologic substance"
"breast","0.035","body part, organ, or organ component"
"laboratory results","0.033","laboratory or test result"
"human chorionic gonadotropin","0.033","disease or syndrome - pharmacologic substance"
"psychotherapy","0.033","therapeutic or preventive procedure"
"antihistamines classical","0.033","organic chemical - pharmacologic substance"
"diastolic blood pressure","0.033","clinical attribute - diagnostic procedure - finding"
"intelligence tests","0.033","diagnostic procedure"
"hyperthyroidism","0.033","disease or syndrome"
"manic","0.032","finding - mental or behavioral dysfunction"
"heart rhythm","0.032","organ or tissue function - pathologic function"
"sexually active","0.032","finding"
"operative surgical procedures","0.032","diagnostic procedure - therapeutic or preventive procedure"
"behavior therapy","0.032","therapeutic or preventive procedure"
"treatment protocols","0.030","therapeutic or preventive procedure"
"selective serotonin re-uptake inhibitor","0.030","pharmacologic substance"
"adverse event associated with death","0.030","finding"
