"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"asthma","0.037","disease or syndrome"
"thyroid gland","0.037","body part, organ, or organ component - disease or syndrome - pharmacologic substance"
"nitric oxide synthase","0.037","enzyme"
"learning disabilities","0.035","mental or behavioral dysfunction"
"psychotherapy","0.035","therapeutic or preventive procedure"
"personality disorders","0.035","mental or behavioral dysfunction"
"normal intelligence","0.035","finding"
"adverse reaction to drug","0.035","injury or poisoning"
"celiac disease","0.034","clinical attribute - disease or syndrome - hazardous or poisonous substance - neoplastic process - therapeutic or preventive procedure"
"human chorionic gonadotropin","0.034","disease or syndrome - pharmacologic substance"
"antihistamines classical","0.034","organic chemical - pharmacologic substance"
"diastolic blood pressure","0.034","clinical attribute - diagnostic procedure - finding"
"gonadotropins","0.034","pharmacologic substance"
"breast","0.034","body part, organ, or organ component"
"manic","0.032","finding - mental or behavioral dysfunction"
"laboratory results","0.032","laboratory or test result"
"intelligence tests","0.032","diagnostic procedure"
"selective serotonin re-uptake inhibitor","0.032","pharmacologic substance"
"hyperthyroidism","0.032","disease or syndrome"
"consciousness related finding","0.031","finding"
"heart rhythm","0.031","organ or tissue function - pathologic function"
"sexually active","0.031","finding"
"operative surgical procedures","0.031","diagnostic procedure - therapeutic or preventive procedure"
"behavior therapy","0.031","therapeutic or preventive procedure"
