"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"prostate-specific antigen","0.097","enzyme - neoplastic process"
"therapeutic radiology procedure","0.097","body location or region - finding - neoplastic process - therapeutic or preventive procedure"
"hypotension orthostatic","0.097","finding"
"sildenafil","0.087","organic chemical - pharmacologic substance"
"liver diseases","0.087","disease or syndrome"
"cardiovascular diseases","0.087","disease or syndrome"
"congestive heart failure","0.087","congenital abnormality - disease or syndrome"
"cytochromes","0.087","biologically active substance"
"oxides","0.083","chemical viewed functionally - inorganic chemical"
"hematological disease","0.083","disease or syndrome"
"tadalafil","0.083","organic chemical - pharmacologic substance"
"cytochrome p450 3a4","0.083","enzyme"
"body mass index","0.080","clinical attribute - diagnostic procedure"
"moderate adverse event","0.076","finding"
"mercury","0.076","hazardous or poisonous substance"
"priapism","0.076","disease or syndrome"
"nitric oxide donors","0.073","pharmacologic substance"
"investigational new drugs","0.073","pharmacologic substance - therapeutic or preventive procedure"
"mass of body structure","0.073","finding"
"mild adverse event","0.069","finding"
"bleeding tendency","0.069","disease or syndrome - pathologic function"
"fibrosis","0.069","pathologic function"
"depressed mood","0.069","finding - mental or behavioral dysfunction"
"heart diseases","0.069","disease or syndrome"
"drugs non-prescription","0.066","pharmacologic substance - therapeutic or preventive procedure"
"physical assessment findings","0.066","finding"
"peyronie disease","0.066","disease or syndrome"
"serum creatinine level","0.066","laboratory or test result"
"sexual dysfunction","0.066","disease or syndrome"
"eye","0.062","body part, organ, or organ component - body substance"
"hypogonadism","0.062","disease or syndrome"
"observation of attack","0.062","finding"
"pathology processes","0.059","pathologic function"
"hypertrophy","0.059","disease or syndrome - pathologic function - therapeutic or preventive procedure"
"anemia sickle cell","0.059","disease or syndrome - pathologic function"
"counter brand of terbufos","0.059","hazardous or poisonous substance"
"adrenergic alpha-antagonists","0.059","pharmacologic substance"
"premature ejaculation","0.059","mental or behavioral dysfunction"
"disorder of the optic nerve","0.055","disease or syndrome"
"ketoconazole","0.055","organic chemical - pharmacologic substance"
"arteriopathic disease","0.055","disease or syndrome"
"blood vessel","0.055","body part, organ, or organ component - finding"
"blind vision","0.055","disease or syndrome"
"alanine transaminase","0.055","congenital abnormality - disease or syndrome - enzyme"
"history of recreational running","0.055","finding"
"medical history","0.055","finding"
"electrocardiogram","0.055","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"testosterone level result","0.052","laboratory or test result"
"injury wounds","0.052","body substance - injury or poisoning"
"intravenous infusion procedures","0.052","therapeutic or preventive procedure"
"injectables","0.052","pharmacologic substance"
"protease inhibitor","0.052","biologically active substance - pharmacologic substance"
"hepatic impairment","0.052","disease or syndrome"
"coronary artery disease","0.052","diagnostic procedure - disease or syndrome - therapeutic or preventive procedure"
"anticoagulants","0.052","pharmacologic substance"
"optic neuropathy ischemic","0.052","disease or syndrome"
"indinavir","0.048","organic chemical - pharmacologic substance"
"enzymes","0.048","enzyme - organic chemical"
"heart atrium","0.048","body part, organ, or organ component"
"hepatitis b antigen peptide","0.048","pharmacologic substance"
"coronary artery bypass surgery","0.048","finding - therapeutic or preventive procedure"
"chemotherapy regimen","0.048","therapeutic or preventive procedure"
"gravidity","0.048","finding"
"lung","0.048","body part, organ, or organ component - disease or syndrome"
"sexually active","0.048","finding"
"endopeptidases","0.045","enzyme - pharmacologic substance"
"bilateral prophylactic mastectomy","0.045","organic chemical - therapeutic or preventive procedure"
"ritonavir","0.045","organic chemical - pharmacologic substance"
"neoplasm metastasis","0.045","neoplastic process"
"research outcome","0.045","finding"
"heart ventricle","0.045","body part, organ, or organ component"
"renal insufficiency","0.045","disease or syndrome"
"nervous system disorder","0.045","disease or syndrome"
"kidney diseases","0.042","disease or syndrome"
"psychotic disorders","0.042","mental or behavioral dysfunction"
"transient ischemic attack","0.042","disease or syndrome"
"retinal diseases","0.042","disease or syndrome - finding"
"hemoglobin","0.042","biologically active substance - finding"
"aspartate transaminase","0.042","enzyme"
"alcoholic intoxication chronic","0.042","mental or behavioral dysfunction"
"renal impairment","0.042","disease or syndrome - finding"
"leukemia","0.042","neoplastic process"
"bypass graft","0.042","therapeutic or preventive procedure"
"anterior ischemic optic neuropathy","0.042","disease or syndrome"
"benign prostatic hyperplasia","0.038","neoplastic process - pathologic function"
"nervousness","0.038","sign or symptom"
"hepatitis b surface antigens","0.038","pharmacologic substance"
"weighing patient","0.038","diagnostic procedure - finding"
"tobacco","0.038","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"hiv protease inhibitors","0.038","pharmacologic substance"
"diabetic","0.038","finding"
"immunodeficiency virus","0.038","virus"
"multiple myeloma","0.038","neoplastic process"
"immunologic deficiency syndromes","0.038","disease or syndrome"
"urethra","0.038","body part, organ, or organ component - body substance - disease or syndrome"
"itraconazole","0.038","organic chemical - pharmacologic substance"
"transurethral resection of prostate","0.038","therapeutic or preventive procedure"
"neurological observations","0.038","finding"
"medical contraindication","0.038","finding"
"trazodone","0.035","organic chemical - pharmacologic substance"
"cimetidine","0.035","organic chemical - pharmacologic substance"
"diabetes mellitus non-insulin-dependent","0.035","disease or syndrome"
"alcohol abuse","0.035","mental or behavioral dysfunction"
"schizophrenia","0.035","mental or behavioral dysfunction"
"life expectancy","0.035","group attribute"
"abnormal degeneration","0.035","pathologic function"
"negative finding","0.035","finding"
"psychiatric problem","0.035","mental or behavioral dysfunction"
"heart problem","0.035","sign or symptom"
"endocrine system diseases","0.035","disease or syndrome - finding"
"hepatitis c virus","0.035","virus"
"heart rate","0.035","clinical attribute"
"screening for cancer","0.031","diagnostic procedure"
"placement of stent","0.031","therapeutic or preventive procedure"
"androgen suppression","0.031","therapeutic or preventive procedure"
"bleomycin-cisplatin protocol","0.031","therapeutic or preventive procedure"
"disease susceptibility","0.031","clinical attribute"
"vagina","0.031","body part, organ, or organ component - disease or syndrome"
"urinary bladder","0.031","body part, organ, or organ component"
"retina","0.031","body part, organ, or organ component - disease or syndrome - organic chemical - pharmacologic substance"
"follow-up status","0.031","finding"
"viagra","0.031","organic chemical - pharmacologic substance"
"nerve sparing","0.031","therapeutic or preventive procedure"
"trauma nervous system","0.031","injury or poisoning"
"relate - vinyl resin","0.031","organic chemical"
"sexual intercourse - finding","0.031","finding"
"hemorrhage","0.031","pathologic function - therapeutic or preventive procedure"
"atrial fibrillation-flutter","0.031","pathologic function"
"unipolar depression","0.031","mental or behavioral dysfunction"
"muscle rigidity","0.031","sign or symptom"
"antiandrogen therapy","0.031","therapeutic or preventive procedure"
"nitroglycerin","0.031","organic chemical - pharmacologic substance"
"avanafil","0.031","organic chemical - pharmacologic substance"
