"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"severe combined immunodeficiency","0.045","diagnostic procedure - disease or syndrome"
"liver failure","0.045","disease or syndrome"
"hysterectomy","0.045","therapeutic or preventive procedure"
"bilateral prophylactic mastectomy","0.045","organic chemical - therapeutic or preventive procedure"
"spermatocidal agents","0.045","pharmacologic substance"
"therapeutic brand of coal tar","0.045","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"tricyclic antidepressive agents","0.045","pharmacologic substance"
"caffeine","0.045","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"immunologic deficiency syndromes","0.045","disease or syndrome"
"infusion of drug","0.045","therapeutic or preventive procedure"
"antipsychotic agents","0.045","pharmacologic substance"
"cardiac arrhythmia","0.045","finding - pathologic function"
"liver function","0.045","organ or tissue function"
"peripheral neuropathy","0.045","disease or syndrome"
"injury wounds","0.045","body substance - injury or poisoning"
"psychoactive substances","0.045","hazardous or poisonous substance - pharmacologic substance"
"implantation procedure","0.045","therapeutic or preventive procedure"
"physical disorders","0.045","disease or syndrome"
"operative surgical procedures","0.045","diagnostic procedure - therapeutic or preventive procedure"
"edema","0.045","disease or syndrome - finding - pathologic function"
"anxiety disorders","0.045","finding - mental or behavioral dysfunction"
"urine sample","0.045","body substance"
"opioid withdrawal","0.045","mental or behavioral dysfunction"
"enlarged vestibular aqueduct syndrome","0.045","disease or syndrome - organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"infantile neuroaxonal dystrophy","0.045","disease or syndrome"
"kidney diseases","0.034","disease or syndrome"
"nicotine dependence","0.034","mental or behavioral dysfunction"
"homicidal","0.034","mental or behavioral dysfunction"
"progesterone","0.034","pharmacologic substance"
"oral contraception","0.034","pharmacologic substance - therapeutic or preventive procedure"
"track marks","0.034","finding"
"wounds and injuries","0.034","injury or poisoning"
"neck","0.034","body location or region"
"epilepsy","0.034","disease or syndrome"
"brain","0.034","body part, organ, or organ component - disease or syndrome"
"hiv seropositivity","0.034","finding"
"pharmacotherapy","0.034","therapeutic or preventive procedure"
"blood vessel","0.034","body part, organ, or organ component - finding"
"major depressive disorder","0.034","mental or behavioral dysfunction"
"proline","0.034","biologically active substance"
"tubal ligation","0.034","therapeutic or preventive procedure"
"hepatitis active","0.034","finding"
"methadyl acetate","0.034","organic chemical - pharmacologic substance"
"hypnotics and sedatives","0.034","pharmacologic substance"
"injectables","0.034","pharmacologic substance"
"medical history","0.034","finding"
"substance dependence","0.034","mental or behavioral dysfunction"
"contraceptives oral","0.034","pharmacologic substance - therapeutic or preventive procedure"
"adrenergic beta-antagonists","0.034","pharmacologic substance"
"psychotherapy","0.034","therapeutic or preventive procedure"
"placebos","0.034","therapeutic or preventive procedure"
"communicable diseases","0.034","disease or syndrome"
"calcium channel blockers","0.034","pharmacologic substance"
"immune deficiency","0.034","disease or syndrome"
"partial response","0.034","finding - receptor"
"personal satisfaction","0.034","finding"
"mood disorders","0.034","mental or behavioral dysfunction"
"tuberculosis active","0.034","disease or syndrome"
"pulse rate","0.034","clinical attribute"
