"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"sterility","0.043","pathologic function"
"household composition","0.043","finding"
"serum","0.042","biologically active substance - body substance - pharmacologic substance"
"claustrophobia","0.041","mental or behavioral dysfunction"
"diastole","0.041","clinical attribute"
"kidney diseases","0.040","disease or syndrome"
"diabetes mellitus","0.040","disease or syndrome - pharmacologic substance"
"pharmacotherapy","0.040","therapeutic or preventive procedure"
"systemic disease","0.039","disease or syndrome"
"cardiac arrhythmia","0.039","finding - pathologic function"
"positron-emission tomography","0.038","diagnostic procedure"
"anticholinergic agents","0.038","pharmacologic substance"
"alzheimer s disease","0.038","antibiotic - biologically active substance - body part, organ, or organ component - disease or syndrome - pathologic function - therapeutic or preventive procedure"
"arteries","0.038","body part, organ, or organ component"
"disability","0.037","finding"
"systolic pressure","0.036","clinical attribute - diagnostic procedure"
"immunologic deficiency syndromes","0.036","disease or syndrome"
"rivastigmine","0.036","organic chemical - pharmacologic substance"
"alanine transaminase","0.036","congenital abnormality - disease or syndrome - enzyme"
"communicable diseases","0.036","disease or syndrome"
"frontotemporal dementia","0.035","disease or syndrome"
"galantamine","0.035","organic chemical - pharmacologic substance"
"pathology processes","0.034","pathologic function"
"breast","0.034","body part, organ, or organ component"
"insulin","0.033","pharmacologic substance"
"responsible person","0.032","finding"
"blind vision","0.032","disease or syndrome"
"anxiety disorders","0.032","finding - mental or behavioral dysfunction"
"family history","0.032","congenital abnormality - disease or syndrome - enzyme - finding"
"screening for cancer","0.032","diagnostic procedure"
"memory impairment","0.032","finding - mental or behavioral dysfunction"
"major depressive disorder","0.032","mental or behavioral dysfunction"
"treatment protocols","0.031","therapeutic or preventive procedure"
"mri brain procedure","0.031","diagnostic procedure"
"diastolic blood pressure","0.031","clinical attribute - diagnostic procedure - finding"
"hypothyroidism","0.031","disease or syndrome"
"hydrocephalus normal pressure","0.031","disease or syndrome"
"suicidal","0.030","finding"
"follow-up status","0.030","finding"
