"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"mood disorders","0.043","mental or behavioral dysfunction"
"nervous system disorder","0.043","disease or syndrome"
"myocardial ischemia","0.043","disease or syndrome"
"disability","0.039","finding"
"oral contraception","0.039","pharmacologic substance - therapeutic or preventive procedure"
"atrial fibrillation","0.039","finding - pathologic function"
"investigational new drugs","0.039","pharmacologic substance - therapeutic or preventive procedure"
"fibrillations","0.039","disease or syndrome"
"heart atrium","0.039","body part, organ, or organ component"
"substance dependence","0.039","mental or behavioral dysfunction"
"eating disorders","0.039","mental or behavioral dysfunction"
"mental retardation","0.039","mental or behavioral dysfunction"
"autonomic dysfunction","0.039","pathologic function"
"levodopa","0.039","pharmacologic substance"
"cocaine","0.035","hazardous or poisonous substance - injury or poisoning - organic chemical - pharmacologic substance"
"diabetes mellitus","0.035","disease or syndrome - pharmacologic substance"
"hiv seropositivity","0.035","finding"
"arteries","0.035","body part, organ, or organ component"
"arteriopathic disease","0.035","disease or syndrome"
"family history","0.035","congenital abnormality - disease or syndrome - enzyme - finding"
"dementia","0.035","mental or behavioral dysfunction"
"follow-up status","0.035","finding"
"lung diseases obstructive","0.035","disease or syndrome"
"hypotension","0.035","finding - pathologic function"
"mass of body structure","0.035","finding"
"psychotic symptoms","0.035","sign or symptom"
"coronary artery disease","0.035","diagnostic procedure - disease or syndrome - therapeutic or preventive procedure"
"psychiatric problem","0.035","mental or behavioral dysfunction"
"current therapy","0.035","therapeutic or preventive procedure"
"deterioration of status","0.035","finding"
"nabilone","0.035","organic chemical - pharmacologic substance"
"sexually active","0.035","finding"
"clozapine","0.030","organic chemical - pharmacologic substance"
"opiates","0.030","hazardous or poisonous substance - mental or behavioral dysfunction - pharmacologic substance"
"serum","0.030","biologically active substance - body substance - pharmacologic substance"
"adrenal cortex hormones","0.030","pharmacologic substance"
"general anesthesia","0.030","enzyme - pharmacologic substance - therapeutic or preventive procedure"
"veins","0.030","body part, organ, or organ component"
"mercury","0.030","hazardous or poisonous substance"
"angina unstable","0.030","disease or syndrome"
"auditory recruitment","0.030","disease or syndrome"
"orthostatic intolerance","0.030","disease or syndrome - finding"
"heart ventricle","0.030","body part, organ, or organ component"
"marijuana abuse","0.030","mental or behavioral dysfunction - organic chemical - pharmacologic substance"
"sexual intercourse - finding","0.030","finding"
"placebos","0.030","therapeutic or preventive procedure"
"implantation procedure","0.030","therapeutic or preventive procedure"
"current non-drinker of alcohol","0.030","individual behavior"
"infantile neuroaxonal dystrophy","0.030","disease or syndrome"
