"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"nicotine replacement","0.052","therapeutic or preventive procedure"
"relate - vinyl resin","0.052","organic chemical"
"implantation procedure","0.052","therapeutic or preventive procedure"
"brain diseases","0.052","disease or syndrome"
"asthma","0.052","disease or syndrome"
"post-traumatic stress disorder","0.052","mental or behavioral dysfunction"
"nicotine dependence","0.047","mental or behavioral dysfunction"
"oral contraception","0.047","pharmacologic substance - therapeutic or preventive procedure"
"serum","0.047","biologically active substance - body substance - pharmacologic substance"
"liver diseases","0.047","disease or syndrome"
"mental retardation","0.047","mental or behavioral dysfunction"
"pregnancy test negative","0.047","finding - laboratory or test result"
"brain injuries","0.047","injury or poisoning"
"alcohol consumption","0.047","individual behavior"
"systolic pressure","0.043","clinical attribute - diagnostic procedure"
"smoke","0.043","hazardous or poisonous substance - individual behavior"
"hiv seropositivity","0.043","finding"
"amphetamines","0.043","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"medical contraindication","0.043","finding"
"chest pain","0.043","sign or symptom"
"communicable diseases","0.043","disease or syndrome"
"mood disorders","0.043","mental or behavioral dysfunction"
"antidepressive agents","0.043","pharmacologic substance"
"bilirubin","0.043","biologically active substance - laboratory or test result - organic chemical"
"nervousness","0.039","sign or symptom"
"cessation of smoking","0.039","finding - individual behavior"
"diastolic blood pressure","0.039","clinical attribute - diagnostic procedure - finding"
"methadone maintenance","0.039","therapeutic or preventive procedure"
"family history","0.039","congenital abnormality - disease or syndrome - enzyme - finding"
"cerebrovascular accident","0.039","disease or syndrome - therapeutic or preventive procedure"
"cardiovascular diseases","0.039","disease or syndrome"
"moderate adverse event","0.039","finding"
"claustrophobia","0.039","mental or behavioral dysfunction"
"neurological observations","0.039","finding"
"sympathomimetics","0.039","disease or syndrome - pharmacologic substance"
"chronic pain","0.034","disease or syndrome"
"monoamine oxidase inhibitors","0.034","organic chemical - pharmacologic substance"
"insulin","0.034","pharmacologic substance"
"hearing examination finding","0.034","finding"
"counter brand of terbufos","0.034","hazardous or poisonous substance"
"angina pectoris","0.034","sign or symptom"
"urine drug screen positive","0.034","laboratory or test result"
"sterility","0.034","pathologic function"
"lactation","0.034","organ or tissue function"
"cardiac conduction","0.034","organ or tissue function"
"eating disorders","0.034","mental or behavioral dysfunction"
"lung diseases obstructive","0.034","disease or syndrome"
"psychostimulant","0.034","pharmacologic substance"
"drug abuse","0.034","mental or behavioral dysfunction"
"household composition","0.034","finding"
"schizoaffective disorder","0.034","mental or behavioral dysfunction"
"observation of attack","0.034","finding"
"impaired cognition","0.034","finding - mental or behavioral dysfunction"
"pulse rate","0.034","clinical attribute"
"heart rate","0.034","clinical attribute"
"kidney diseases","0.030","disease or syndrome"
"disability","0.030","finding"
"eye","0.030","body part, organ, or organ component - body substance"
"barbiturates","0.030","injury or poisoning - organic chemical - pharmacologic substance"
"personality disorders","0.030","mental or behavioral dysfunction"
"heroin","0.030","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"positron-emission tomography","0.030","diagnostic procedure"
"blind vision","0.030","disease or syndrome"
"developmental disabilities","0.030","mental or behavioral dysfunction"
"follow-up status","0.030","finding"
"hyperactive behavior","0.030","finding"
"stabilizer - function","0.030","organ or tissue function"
"pervasive development disorder","0.030","congenital abnormality - inorganic chemical - mental or behavioral dysfunction - pharmacologic substance"
"substance use disorders","0.030","mental or behavioral dysfunction"
"suicide risk","0.030","finding"
"contraception barrier","0.030","therapeutic or preventive procedure"
"psychotherapy","0.030","therapeutic or preventive procedure"
"psychoactive substances","0.030","hazardous or poisonous substance - pharmacologic substance"
"psychotic symptoms","0.030","sign or symptom"
"blood urea nitrogen","0.030","biologically active substance - inorganic chemical - organic chemical"
"personal satisfaction","0.030","finding"
"current therapy","0.030","therapeutic or preventive procedure"
