"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"blood pressure finding","0.034","finding"
"cocaine","0.033","hazardous or poisonous substance - injury or poisoning - organic chemical - pharmacologic substance"
"schizophreniform disorders","0.033","mental or behavioral dysfunction"
"drug dependence","0.033","mental or behavioral dysfunction"
"anticonvulsants","0.033","pharmacologic substance"
"antisocial behavior","0.033","mental or behavioral dysfunction"
"post-traumatic stress disorder","0.033","mental or behavioral dysfunction"
"substance use disorders","0.033","mental or behavioral dysfunction"
"eating disorders","0.032","mental or behavioral dysfunction"
"mass of body structure","0.032","finding"
"oral contraception","0.032","pharmacologic substance - therapeutic or preventive procedure"
"neoplasm metastasis","0.032","neoplastic process"
"household composition","0.031","finding"
"current therapy","0.031","therapeutic or preventive procedure"
"disease of diaphragm","0.031","body part, organ, or organ component - disease or syndrome"
