"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"cyclosporine","0.033","disease or syndrome - pharmacologic substance"
"creatinine clearance","0.033","finding"
"body site modifier - external","0.033","body location or region"
"pregnancy test negative","0.033","finding - laboratory or test result"
"angina pectoris","0.033","sign or symptom"
"stomach","0.033","body part, organ, or organ component - disease or syndrome"
"hyperthyroidism","0.033","disease or syndrome"
"recurrent malignant neoplasm","0.033","neoplastic process"
"direct current cardioversion","0.033","therapeutic or preventive procedure"
"anaplastic oligodendroglioma","0.033","neoplastic process"
"blood coagulation disorders","0.033","disease or syndrome - organ or tissue function - pathologic function"
"inflammation","0.033","pathologic function"
"impaired cognition","0.033","finding - mental or behavioral dysfunction"
