"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"sterility","0.039","pathologic function"
"cardiac arrhythmia","0.039","finding - pathologic function"
"breast","0.039","body part, organ, or organ component"
"lewy body disease","0.039","disease or syndrome"
"diabetes mellitus","0.038","disease or syndrome - pharmacologic substance"
"arteries","0.038","body part, organ, or organ component"
"systemic disease","0.037","disease or syndrome"
"household composition","0.037","finding"
"anxiety disorders","0.036","finding - mental or behavioral dysfunction"
"major depressive disorder","0.036","mental or behavioral dysfunction"
"systolic pressure","0.035","clinical attribute - diagnostic procedure"
"screening for cancer","0.035","diagnostic procedure"
"treatment protocols","0.034","therapeutic or preventive procedure"
"insulin","0.033","pharmacologic substance"
"positron-emission tomography","0.033","diagnostic procedure"
"communicable diseases","0.033","disease or syndrome"
"family history","0.032","congenital abnormality - disease or syndrome - enzyme - finding"
"immunologic deficiency syndromes","0.032","disease or syndrome"
"alzheimer s disease","0.032","antibiotic - biologically active substance - body part, organ, or organ component - disease or syndrome - pathologic function - therapeutic or preventive procedure"
"alanine transaminase","0.032","congenital abnormality - disease or syndrome - enzyme"
"rivastigmine","0.031","organic chemical - pharmacologic substance"
"hypothyroidism","0.031","disease or syndrome"
"pathology processes","0.030","pathologic function"
"galantamine","0.030","organic chemical - pharmacologic substance"
