"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"blood vessel","0.062","body part, organ, or organ component - finding"
"alcoholic intoxication chronic","0.062","mental or behavioral dysfunction"
"follow-up status","0.062","finding"
"neurodegenerative disorders","0.062","disease or syndrome"
"medical contraindication","0.062","finding"
"investigational agents","0.062","pharmacologic substance"
"lewy body disease","0.062","disease or syndrome"
"immunologic deficiency syndromes","0.062","disease or syndrome"
"antipsychotic agents","0.062","pharmacologic substance"
"memory impairment","0.062","finding - mental or behavioral dysfunction"
"cognitive therapy","0.062","diagnostic procedure - enzyme - hazardous or poisonous substance - therapeutic or preventive procedure"
"carbon monoxide diffusing capability test","0.062","diagnostic procedure"
"neuropsychological tests","0.062","diagnostic procedure"
"unipolar depression","0.062","mental or behavioral dysfunction"
"adrenal cortex","0.050","body part, organ, or organ component"
"imaging of brain","0.050","diagnostic procedure"
"globoid cell leukodystrophy","0.050","disease or syndrome"
"semantic dementia","0.050","mental or behavioral dysfunction"
"bipolar disorder","0.050","mental or behavioral dysfunction"
"spinal puncture","0.050","body part, organ, or organ component - diagnostic procedure - therapeutic or preventive procedure"
"personality inventories","0.050","diagnostic procedure"
"operative surgical procedures","0.050","diagnostic procedure - therapeutic or preventive procedure"
"left ventricular ejection fraction","0.050","laboratory or test result"
"angina pectoris","0.050","sign or symptom"
"hematoma subdural","0.050","enzyme - pathologic function"
"hiv infections","0.050","disease or syndrome - virus"
"cord - body parts","0.050","body part, organ, or organ component - disease or syndrome"
"sterility","0.050","pathologic function"
"alcohol abuse","0.050","mental or behavioral dysfunction"
"family history","0.050","congenital abnormality - disease or syndrome - enzyme - finding"
"positron-emission tomography","0.050","diagnostic procedure"
"immunodeficiency virus","0.050","virus"
"mild cognitive disorder","0.050","mental or behavioral dysfunction"
"liver diseases","0.050","disease or syndrome"
"multiple endocrine neoplasia","0.050","antibiotic - neoplastic process - organic chemical"
"frontotemporal lobar degeneration","0.050","mental or behavioral dysfunction"
"motor neuron disease","0.050","disease or syndrome"
"heart ventricle","0.050","body part, organ, or organ component"
"mercury","0.050","hazardous or poisonous substance"
"brain neoplasms","0.050","neoplastic process"
"niemann-pick diseases","0.050","disease or syndrome"
"screening for cancer","0.050","diagnostic procedure"
"injury wounds","0.050","body substance - injury or poisoning"
"dementia vascular","0.050","disease or syndrome"
"finding of platelet count","0.050","laboratory or test result"
"life expectancy","0.050","group attribute"
"hearing examination finding","0.050","finding"
"metabolic diseases","0.050","disease or syndrome"
"household composition","0.050","finding"
"leukodystrophy metachromatic","0.050","disease or syndrome"
"cdr1 protein human","0.050","biologically active substance"
"alzheimer s disease","0.050","antibiotic - biologically active substance - body part, organ, or organ component - disease or syndrome - pathologic function - therapeutic or preventive procedure"
"pfaundler-hurler syndrome","0.050","disease or syndrome"
"nuclear pore complex","0.050","biologically active substance - disease or syndrome - neoplastic process"
"heart diseases","0.050","disease or syndrome"
"behavior disorders","0.050","injury or poisoning - mental or behavioral dysfunction"
"alpha-mannosidosis","0.050","disease or syndrome"
"multiple sclerosis","0.050","body part, organ, or organ component - disease or syndrome - finding"
"mucopolysaccharidosis vi","0.037","disease or syndrome"
"disability","0.037","finding"
"cochlear structure","0.037","body part, organ, or organ component"
"transient ischemic attack","0.037","disease or syndrome"
"clozapine","0.037","organic chemical - pharmacologic substance"
"sedation","0.037","sign or symptom - therapeutic or preventive procedure"
"hepatitis","0.037","disease or syndrome - pharmacologic substance"
"neoplasms intracranial","0.037","neoplastic process"
"body parts - dental","0.037","body part, organ, or organ component"
"cochlear implant procedure","0.037","therapeutic or preventive procedure"
"kidney diseases","0.037","disease or syndrome"
"tachycardia","0.037","finding"
"mri brain procedure","0.037","diagnostic procedure"
"responsible person","0.037","finding"
"bradycardia","0.037","pathologic function"
"skeletal bone","0.037","body location or region - body part, organ, or organ component - body substance - disease or syndrome"
"hiv seropositivity","0.037","finding"
"arteries","0.037","body part, organ, or organ component"
"anemia","0.037","disease or syndrome"
"fucosidase deficiency disease","0.037","disease or syndrome"
"proteins","0.037","biologically active substance"
"cns disorder","0.037","disease or syndrome"
"lansky play-performance status","0.037","clinical attribute"
"transplanted organ","0.037","body part, organ, or organ component - therapeutic or preventive procedure"
"bilateral prophylactic mastectomy","0.037","organic chemical - therapeutic or preventive procedure"
"cardiac pacing","0.037","therapeutic or preventive procedure"
"adverse reactions","0.037","antibiotic - biologically active substance - disease or syndrome - finding - organic chemical - pathologic function - pharmacologic substance - receptor"
"prostaglandins","0.037","biologically active substance - pharmacologic substance"
"major depressive disorder","0.037","mental or behavioral dysfunction"
"niemann-pick disease type c1","0.037","disease or syndrome"
"stem cell transplant","0.037","therapeutic or preventive procedure"
"diastole","0.037","clinical attribute"
"compliance behavior","0.037","individual behavior"
"therapeutic brand of coal tar","0.037","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"imaging techniques","0.037","diagnostic procedure"
"filipin","0.037","antibiotic - organic chemical"
"malaise","0.037","finding - sign or symptom"
"gastrointestinal diseases","0.037","disease or syndrome"
"congestive heart failure","0.037","congenital abnormality - disease or syndrome"
"vitamins","0.037","organic chemical - pharmacologic substance"
"atrophic","0.037","disease or syndrome - pathologic function"
"lung diseases","0.037","disease or syndrome"
"hepatotoxicity","0.037","injury or poisoning"
"electrocardiogram","0.037","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"communication impairment","0.037","finding - mental or behavioral dysfunction"
"carbamazepine","0.037","organic chemical - pharmacologic substance"
"adrenoleukodystrophy","0.037","disease or syndrome"
"triacetyluridine","0.037","pharmacologic substance"
"partum","0.037","clinical attribute"
"lithium","0.037","congenital abnormality - disease or syndrome - pharmacologic substance"
"mental state examination","0.037","therapeutic or preventive procedure"
"communicable diseases","0.037","disease or syndrome"
"diarrhea","0.037","finding - sign or symptom"
"venous blood sampling","0.037","diagnostic procedure - therapeutic or preventive procedure"
"tay-sachs disease","0.037","disease or syndrome"
"cyclophosphamide-doxorubicin-etoposide-prednisone","0.037","therapeutic or preventive procedure"
"plasma","0.037","body substance"
"hallucinations","0.037","mental or behavioral dysfunction"
"glomerular filtration rate","0.037","diagnostic procedure - finding"
"sandhoff disease","0.037","disease or syndrome"
"lumbar region","0.037","body location or region"
"psychotropic drugs","0.037","pharmacologic substance"
"blood specimen","0.037","body substance"
"primary amyloidosis","0.037","disease or syndrome"
"limb structure","0.037","body part, organ, or organ component"
"atypia morphology","0.037","finding"
"endocrine system diseases","0.037","disease or syndrome - finding"
"observation of attack","0.037","finding"
"experimental drug","0.037","pharmacologic substance"
"power of attorney","0.037","finding"
"puncture procedure","0.037","diagnostic procedure - finding - therapeutic or preventive procedure"
"myocardial infarction","0.037","disease or syndrome - finding"
"primary progressive nonfluent aphasia","0.037","mental or behavioral dysfunction"
"transfer factor - respiratory measure","0.037","finding"
"aphasia broca","0.037","mental or behavioral dysfunction"
"levodopa","0.037","pharmacologic substance"
