"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"urine drug screen positive","0.031","laboratory or test result"
"antabuse","0.031","organic chemical - pharmacologic substance"
"suicidality","0.031","clinical attribute"
"disease of diaphragm","0.031","body part, organ, or organ component - disease or syndrome"
"treatment protocols","0.030","therapeutic or preventive procedure"
"pathology processes","0.030","pathologic function"
"blood pressure finding","0.030","finding"
"topiramate","0.030","organic chemical - pharmacologic substance"
"sterility","0.030","pathologic function"
"amphetamines","0.030","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"violent","0.030","mental or behavioral dysfunction"
"violence","0.030","mental or behavioral dysfunction"
"personality disorders","0.030","mental or behavioral dysfunction"
"pregnancy test negative","0.030","finding - laboratory or test result"
"liver cirrhosis","0.030","disease or syndrome"
