"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"weighing patient","0.037","diagnostic procedure - finding"
"follow-up status","0.036","finding"
"body excretions","0.036","body substance"
"amyloid","0.036","biologically active substance"
"observation of attack","0.036","finding"
"mood disorders","0.036","mental or behavioral dysfunction"
"traumatic brain injury","0.036","disease or syndrome - injury or poisoning"
"transient ischemic attack","0.035","disease or syndrome"
"aspartate transaminase","0.035","enzyme"
"narcotics","0.035","biologically active substance - hazardous or poisonous substance - pharmacologic substance"
"folic acid deficiency","0.035","disease or syndrome"
"hematoma subdural","0.034","enzyme - pathologic function"
"personal satisfaction","0.033","finding"
"tissue damage","0.033","injury or poisoning"
"lung diseases","0.033","disease or syndrome"
"thyroid diseases","0.033","body part, organ, or organ component - disease or syndrome - pharmacologic substance"
"lumbar region","0.033","body location or region"
"mental status adverse event","0.032","finding"
"blind vision","0.032","disease or syndrome"
"angina unstable","0.032","disease or syndrome"
"puncture procedure","0.032","diagnostic procedure - finding - therapeutic or preventive procedure"
"screening for cancer","0.032","diagnostic procedure"
"bilirubin","0.032","biologically active substance - laboratory or test result - organic chemical"
"pharmacotherapy","0.032","therapeutic or preventive procedure"
"vascular diseases","0.032","disease or syndrome"
"acetylcholinesterase","0.032","enzyme"
"hemorrhage","0.032","pathologic function - therapeutic or preventive procedure"
"cerebrospinal fluid","0.032","biologically active substance - body substance - pharmacologic substance"
"examination status","0.032","finding"
"family history","0.031","congenital abnormality - disease or syndrome - enzyme - finding"
"anti-anxiety agents","0.031","pharmacologic substance"
"immunodeficiency virus","0.031","virus"
"personality inventories","0.031","diagnostic procedure"
