"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"homicidal ideation","0.051","finding"
"magnetic resonance imaging","0.051","diagnostic procedure"
"anticonvulsants","0.049","pharmacologic substance"
"transaminases","0.049","enzyme"
"illicit drugs","0.047","hazardous or poisonous substance - pharmacologic substance"
"smoker","0.047","finding"
"valproic acid","0.047","body part, organ, or organ component - organic chemical - pharmacologic substance"
"claustrophobia","0.047","mental or behavioral dysfunction"
"thyroid gland","0.047","body part, organ, or organ component - disease or syndrome - pharmacologic substance"
"mood disorders","0.047","mental or behavioral dysfunction"
"moderate adverse event","0.045","finding"
"anti-anxiety agents","0.045","pharmacologic substance"
"urine drug screen positive","0.045","laboratory or test result"
"pharmacotherapy","0.045","therapeutic or preventive procedure"
"contraception barrier","0.045","therapeutic or preventive procedure"
"malignant neoplasms","0.043","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"human chorionic gonadotropin","0.043","disease or syndrome - pharmacologic substance"
"amphetamines","0.043","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"eating disorders","0.043","mental or behavioral dysfunction"
"heart diseases","0.043","disease or syndrome"
"diabetes","0.043","disease or syndrome"
"current therapy","0.043","therapeutic or preventive procedure"
"withdrawal convulsions","0.042","pathologic function"
"sterility","0.042","pathologic function"
"lactation","0.042","organ or tissue function"
"mental retardation","0.042","mental or behavioral dysfunction"
"breast","0.042","body part, organ, or organ component"
"household composition","0.042","finding"
"pregnancy test negative","0.042","finding - laboratory or test result"
"myocardial infarction","0.040","disease or syndrome - finding"
"topiramate","0.040","organic chemical - pharmacologic substance"
"brain","0.040","body part, organ, or organ component - disease or syndrome"
"spermatocidal agents","0.040","pharmacologic substance"
"antabuse","0.040","organic chemical - pharmacologic substance"
"violent","0.040","mental or behavioral dysfunction"
"smoking","0.040","hazardous or poisonous substance - individual behavior"
"disease of diaphragm","0.040","body part, organ, or organ component - disease or syndrome"
"sexually active","0.040","finding"
"implantation procedure","0.038","therapeutic or preventive procedure"
"delirium dementia amnestic cognitive disorders","0.038","mental or behavioral dysfunction"
"infantile neuroaxonal dystrophy","0.038","disease or syndrome"
"stimulant","0.038","pharmacologic substance"
"fluoxetine","0.036","organic chemical - pharmacologic substance"
"obsessive-compulsive disorder","0.036","disease or syndrome - mental or behavioral dysfunction"
"kidney diseases","0.034","disease or syndrome"
"alcohol detoxification","0.034","therapeutic or preventive procedure"
"respiratory air","0.034","body substance"
"serum","0.034","biologically active substance - body substance - pharmacologic substance"
"gastrointestinal hemorrhage","0.034","pathologic function"
"psychiatric problem","0.034","mental or behavioral dysfunction"
"endocrine system diseases","0.034","disease or syndrome - finding"
"blood alcohol concentration","0.034","antibiotic - finding - neoplastic process - organic chemical - pharmacologic substance"
"personality disorders","0.034","mental or behavioral dysfunction"
"unconscious state","0.034","disease or syndrome - finding"
"stabilizer - function","0.034","organ or tissue function"
"drug abuse","0.034","mental or behavioral dysfunction"
"glaucoma","0.034","disease or syndrome - finding"
"suicidality","0.034","clinical attribute"
"lung","0.034","body part, organ, or organ component - disease or syndrome"
"treatment protocols","0.032","therapeutic or preventive procedure"
"stress disorders traumatic","0.032","mental or behavioral dysfunction"
"personal satisfaction","0.032","finding"
"psychiatric symptom","0.032","sign or symptom"
"renal impairment","0.032","disease or syndrome - finding"
"enzymes","0.032","enzyme - organic chemical"
"creatinine clearance","0.032","finding"
"pathology processes","0.030","pathologic function"
"smoke","0.030","hazardous or poisonous substance - individual behavior"
"blood pressure finding","0.030","finding"
"hypnotics and sedatives","0.030","pharmacologic substance"
"smell of alcohol on breath","0.030","finding"
"hepatitis","0.030","disease or syndrome - pharmacologic substance"
"dactinomycin","0.030","antibiotic - body part, organ, or organ component - disease or syndrome - therapeutic or preventive procedure"
"mass of body structure","0.030","finding"
"liver cirrhosis","0.030","disease or syndrome"
