"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"stress disorders traumatic","0.080","mental or behavioral dysfunction"
"phobic anxiety disorder","0.080","mental or behavioral dysfunction"
"benzodiazepines","0.076","organic chemical - pharmacologic substance"
"major depressive disorder","0.075","mental or behavioral dysfunction"
"antipsychotic agents","0.074","pharmacologic substance"
"moderate adverse event","0.071","finding"
"impaired cognition","0.071","finding - mental or behavioral dysfunction"
"pregnancy tests","0.068","diagnostic procedure"
"personality disorders","0.068","mental or behavioral dysfunction"
"negative finding","0.065","finding"
"hypertensive disease","0.063","biologically active substance - disease or syndrome - finding"
"hepatic","0.061","body location or region"
"alcoholic intoxication chronic","0.061","mental or behavioral dysfunction"
"nicotine","0.061","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"selective serotonin re-uptake inhibitor","0.060","pharmacologic substance"
"relate - vinyl resin","0.059","organic chemical"
"cognitive therapy","0.058","diagnostic procedure - enzyme - hazardous or poisonous substance - therapeutic or preventive procedure"
"craniocerebral trauma","0.057","injury or poisoning"
"screening for cancer","0.057","diagnostic procedure"
"nervous system disorder","0.057","disease or syndrome"
"pharmacotherapy","0.055","therapeutic or preventive procedure"
"unipolar depression","0.054","mental or behavioral dysfunction"
"developmental disabilities","0.053","mental or behavioral dysfunction"
"schizoaffective disorder","0.053","mental or behavioral dysfunction"
"fluoxetine","0.053","organic chemical - pharmacologic substance"
"caffeine","0.050","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"suicidality","0.048","clinical attribute"
"severe combined immunodeficiency","0.047","diagnostic procedure - disease or syndrome"
"anti-anxiety agents","0.046","pharmacologic substance"
"eating disorders","0.046","mental or behavioral dysfunction"
"mood disorders","0.046","mental or behavioral dysfunction"
"traumatic brain injury","0.046","disease or syndrome - injury or poisoning"
"compulsive disorder","0.045","finding"
"operative surgical procedures","0.045","diagnostic procedure - therapeutic or preventive procedure"
"psychiatric problem","0.045","mental or behavioral dysfunction"
"suicide attempt","0.045","finding - mental or behavioral dysfunction"
"electrocardiogram","0.045","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"pervasive development disorder","0.044","congenital abnormality - inorganic chemical - mental or behavioral dysfunction - pharmacologic substance"
"magnetic resonance imaging","0.044","diagnostic procedure"
"social anxiety","0.043","mental or behavioral dysfunction"
"tropical spastic paraparesis","0.042","disease or syndrome - therapeutic or preventive procedure"
"manic","0.041","finding - mental or behavioral dysfunction"
"congenital abnormality","0.041","congenital abnormality - disease or syndrome"
"brain injuries","0.041","injury or poisoning"
"behavior therapy","0.039","therapeutic or preventive procedure"
"alcohol abuse","0.039","mental or behavioral dysfunction"
"delirium dementia amnestic cognitive disorders","0.038","mental or behavioral dysfunction"
"psychotic symptoms","0.038","sign or symptom"
"consciousness related finding","0.037","finding"
"suicide risk","0.037","finding"
"unconscious state","0.037","disease or syndrome - finding"
"neoplasm metastasis","0.037","neoplastic process"
"cerebrovascular accident","0.035","disease or syndrome - therapeutic or preventive procedure"
"infantile neuroaxonal dystrophy","0.035","disease or syndrome"
"breast","0.035","body part, organ, or organ component"
"treatment protocols","0.034","therapeutic or preventive procedure"
"disability","0.034","finding"
"monoamine oxidase inhibitors","0.034","organic chemical - pharmacologic substance"
"multiple endocrine neoplasia","0.034","antibiotic - neoplastic process - organic chemical"
"cognition disorders","0.034","mental or behavioral dysfunction"
"lung","0.034","body part, organ, or organ component - disease or syndrome"
"blood pressure finding","0.033","finding"
"substance use disorders","0.033","mental or behavioral dysfunction"
"medical history","0.032","finding"
"homicidal","0.032","mental or behavioral dysfunction"
"medical contraindication","0.031","finding"
"body mass index","0.031","clinical attribute - diagnostic procedure"
"heart diseases","0.031","disease or syndrome"
