"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"gilles de la tourette syndrome","0.050","body part, organ, or organ component - disease or syndrome - finding - mental or behavioral dysfunction - neoplastic process"
"cardiovascular diseases","0.050","disease or syndrome"
"schizoaffective disorder","0.049","mental or behavioral dysfunction"
"medical history","0.047","finding"
"body mass index","0.047","clinical attribute - diagnostic procedure"
"blind vision","0.046","disease or syndrome"
"monoamine oxidase inhibitors","0.046","organic chemical - pharmacologic substance"
"glaucoma","0.046","disease or syndrome - finding"
"stress disorders traumatic","0.045","mental or behavioral dysfunction"
"osteochondritis dissecans","0.045","disease or syndrome - mental or behavioral dysfunction"
"behavior therapy","0.045","therapeutic or preventive procedure"
"suicidality","0.045","clinical attribute"
"heart diseases","0.045","disease or syndrome"
"compulsive disorder","0.044","finding"
"sexually active","0.044","finding"
"pharmacotherapy","0.044","therapeutic or preventive procedure"
"relate - vinyl resin","0.043","organic chemical"
"integumentary scale","0.043","body part, organ, or organ component"
"tuberous sclerosis","0.043","body part, organ, or organ component - congenital abnormality - disease or syndrome - finding - mental or behavioral dysfunction - neoplastic process - pharmacologic substance"
"magnetic resonance imaging","0.042","diagnostic procedure"
"supernumerary mandibular right primary canine","0.041","body part, organ, or organ component"
"oppositional defiant disorder","0.041","mental or behavioral dysfunction"
"investigational new drugs","0.041","pharmacologic substance - therapeutic or preventive procedure"
"hearing examination finding","0.040","finding"
"brain diseases","0.040","disease or syndrome"
"benzodiazepines","0.040","organic chemical - pharmacologic substance"
"drug abuse","0.040","mental or behavioral dysfunction"
"illicit drugs","0.037","hazardous or poisonous substance - pharmacologic substance"
"revision procedure","0.037","therapeutic or preventive procedure"
"personal satisfaction","0.037","finding"
"surgical revision","0.037","therapeutic or preventive procedure"
"fragile x syndrome","0.036","congenital abnormality - disease or syndrome"
"mild adverse event","0.036","finding"
"eating disorders","0.034","mental or behavioral dysfunction"
"liver","0.034","body part, organ, or organ component - disease or syndrome - organic chemical - pharmacologic substance"
"malaise","0.034","finding - sign or symptom"
"cerebral palsy","0.033","congenital abnormality - disease or syndrome - therapeutic or preventive procedure"
"paralysed","0.033","finding"
"psychotherapy","0.033","therapeutic or preventive procedure"
"aggressive behavior","0.033","mental or behavioral dysfunction"
"generalized anxiety disorder","0.033","mental or behavioral dysfunction"
"selective serotonin re-uptake inhibitor","0.033","pharmacologic substance"
"suicide attempt","0.033","finding - mental or behavioral dysfunction"
"congenital heart defects","0.032","congenital abnormality"
"asthma","0.032","disease or syndrome"
"childhood disintegrative disorder","0.032","mental or behavioral dysfunction"
"mass of body structure","0.032","finding"
"fluoxetine","0.032","organic chemical - pharmacologic substance"
"sexual intercourse - finding","0.032","finding"
"traumatic brain injury","0.031","disease or syndrome - injury or poisoning"
"anxiety generalized","0.031","mental or behavioral dysfunction"
"movement disorders","0.030","disease or syndrome"
"caffeine","0.030","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"amphetamine","0.030","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"cardiac arrhythmia","0.030","finding - pathologic function"
"psychostimulant","0.030","pharmacologic substance"
